,scenario_id,scenario_name,timespan,ego_v_init,ego_v_mid,ego_v_end,ego_acc_init,ego_acc_mid,ego_acc_min,ego_breaktime_max,ego_breaktime_until_mid,l_rel_pos_init,p_rel_pos_init,ll_rel_pos_init,pl_rel_pos_init,lr_rel_pos_init,pr_rel_pos_init,l_rel_pos_mid,p_rel_pos_mid,ll_rel_pos_mid,pl_rel_pos_mid,lr_rel_pos_mid,pr_rel_pos_mid,l_rel_pos_end,p_rel_pos_end,ll_rel_pos_end,pl_rel_pos_end,lr_rel_pos_end,pr_rel_pos_end,surr_veh_count_init,surr_veh_count_mid,surr_veh_count_end
80,80,MPP_DEU_LocationA-11_T989F8217_T-1,3.2,30.09,29.9807,29.9132,0.0,0.0,-0.25,0.04,0.0,55.59,-1.0,53.8181,62.6424,-1.0,-1.0,47.7713,-1.0,60.9487,59.7847,-1.0,-1.0,74.1331,-1.0,41.2724,56.9339,-1.0,-1.0,3,3,3
81,81,MPP_DEU_LocationA-12_T1000F7726_T-1,3.2,28.166999999999998,28.802,29.4978,0.2575,0.5,0.2425,0.0,0.0,37.4494,65.6619,-1.0,73.7903,-1.0,-1.0,27.544,67.4952,40.7666,68.4319,-1.0,-1.0,46.1641,64.6582,4.7877,65.3702,17.305999999999997,69.7199,3,3,3
82,82,MPP_DEU_LocationA-12_T1020F7939_T-1,3.2,30.87,30.281,30.0731,-0.25,-0.25,-0.5,2.08,1.6,64.8302,37.5704,8.2877,10.9431,92.1462,37.7114,61.1303,37.5713,15.6072,5.2685,87.301,51.7841,57.5746,35.8794,8.0008,36.78,83.3807,64.9019,6,6,6
83,83,MPP_DEU_LocationA-12_T1061F8422_T-1,3.2,16.13,15.4404,14.7295,-0.25,-0.4975,-0.7475,3.2,1.6,25.6951,-1.0,8.4307,15.029000000000002,-1.0,11.6377,20.877,-1.0,6.9383,18.8494,-1.0,14.2952,17.1611,-1.0,7.9312,19.4431,-1.0,17.785999999999998,4,4,4
84,84,MPP_DEU_LocationA-12_T1073F8705_T-1,3.2,21.025,22.0971,23.0454,0.5125,0.75,0.485,0.0,0.0,-1.0,37.8584,56.5054,26.6605,-1.0,-1.0,52.7542,31.3364,15.6058,27.276999999999997,-1.0,39.5529,-1.0,36.1082,11.2575,33.7191,-1.0,41.0464,3,3,3
85,85,MPP_DEU_LocationA-12_T1106F8839_T-1,3.2,18.0787,17.3139,16.8552,-0.485,-0.25,-0.74,3.2,1.6,-1.0,18.4083,-1.0,-1.0,33.7175,26.6568,-1.0,12.7923,-1.0,-1.0,35.7115,20.6821,38.7408,16.2473,-1.0,7.0179,8.4806,-1.0,3,3,3
86,86,MPP_DEU_LocationA-12_T1110F8996_T-1,3.2,18.5669,19.663,21.1023,0.515,0.9975,0.2475,0.0,0.0,14.0701,27.2036,-1.0,22.3622,39.9673,23.2392,-1.0,11.8149,-1.0,16.1237,40.1141,19.7243,-1.0,20.0957,-1.0,9.2792,-1.0,-1.0,5,5,5
87,87,MPP_DEU_LocationA-12_T1115F9178_T-1,3.2,21.041,22.4629,24.0161,0.7525,0.9975,0.745,0.0,0.0,-1.0,12.1879,45.0646,37.3348,-1.0,-1.0,46.1795,39.9395,40.9391,37.4228,-1.0,10.7388,-1.0,44.2342,-1.0,44.6983,-1.0,7.6863,3,3,3
88,88,MPP_DEU_LocationA-12_T111F719_T-1,3.2,19.9817,20.02,19.69,0.2475,0.0,-0.5,0.68,0.0,21.8809,24.8102,-1.0,5.9803,4.37,-1.0,-1.0,19.7638,3.5372,29.081999999999997,-1.0,4.7848,17.9122,21.7444,-1.0,6.6812,32.9908,5.9864,4,4,4
89,89,MPP_DEU_LocationA-12_T1125F9051_T-1,3.2,25.3871,26.1999,26.7945,0.5125,0.49,0.2325,0.0,0.0,22.1426,-1.0,20.8888,73.7113,-1.0,-1.0,17.2824,-1.0,26.1919,61.3339,-1.0,-1.0,30.8742,50.9761,26.9406,12.3,10.958,-1.0,3,3,3
90,90,MPP_DEU_LocationA-12_T1144F9211_T-1,3.2,21.5901,18.57,14.1701,-0.5,-3.0,-3.25,3.2,1.6,30.5605,30.0742,-1.0,-1.0,-1.0,7.4862,-1.0,24.5211,-1.0,-1.0,40.3623,7.497999999999999,20.6716,24.4021,-1.0,-1.0,-1.0,4.3601,3,3,3
91,91,MPP_DEU_LocationA-12_T1152F9285_T-1,3.2,24.6243,25.1499,24.6227,0.51,0.01,-0.5175,1.44,0.0,-1.0,27.7983,-1.0,20.9609,-1.0,18.4644,-1.0,23.026,-1.0,10.9932,-1.0,25.0088,-1.0,31.9377,-1.0,16.0907,-1.0,-1.0,3,3,3
92,92,MPP_DEU_LocationA-12_T1163F9375_T-1,3.2,33.6636,34.6428,34.07,1.2775,-0.27,-0.5125,1.84,0.24,64.4663,14.2062,-1.0,-1.0,54.8456,22.9149,49.9411,29.2832,59.93,15.671,-1.0,10.7808,45.8301,35.0504,-1.0,13.6893,-1.0,22.5506,4,4,4
93,93,MPP_DEU_LocationA-12_T1164F9323_T-1,3.2,31.8473,32.9112,33.3041,0.51,0.74,-0.2625,0.24,0.0,13.4751,-1.0,13.5713,-1.0,46.3013,90.2608,9.8871,-1.0,17.2,-1.0,37.4048,-1.0,17.5047,-1.0,-1.0,-1.0,6.2632,-1.0,4,4,4
94,94,MPP_DEU_LocationA-12_T1216F9839_T-1,3.2,33.0619,33.3054,33.4339,0.2525,0.0,-0.005,0.04,0.0,98.4619,24.7521,-1.0,-1.0,-1.0,18.178,-1.0,22.5797,-1.0,24.1338,94.3739,85.54,99.3813,26.7683,-1.0,23.0411,86.78,99.2655,3,3,3
95,95,MPP_DEU_LocationA-12_T1225F9945_T-1,3.2,31.6405,31.89,31.8201,0.25,0.0,-0.25,0.08,0.0,60.6614,45.58,5.2128,-1.0,-1.0,18.4576,59.4334,44.3901,6.4707,91.95700000000001,-1.0,29.5076,58.2111,43.07,7.22,91.5044,-1.0,40.5369,4,4,4
96,96,MPP_DEU_LocationA-12_T1281F10922_T-1,3.2,14.8462,15.647,16.0894,0.2575,0.5,-0.01,0.04,0.0,-1.0,21.8515,-1.0,-1.0,13.8002,-1.0,-1.0,17.6665,-1.0,-1.0,18.2551,45.0634,22.3034,42.2803,-1.0,14.1253,-1.0,11.3491,2,2,2
97,97,MPP_DEU_LocationA-12_T1322F10855_T-1,3.2,19.116,19.8247,20.4759,0.0125,0.75,-0.255,0.28,0.0,14.4702,30.2562,35.948,16.5289,-1.0,-1.0,30.427,20.128,20.2085,6.412000000000001,-1.0,9.8767,23.4316,21.8022,10.1431,13.6307,-1.0,4.521,4,4,4
98,98,MPP_DEU_LocationA-12_T1335F11039_T-1,3.2,33.7838,33.8636,33.9048,0.26,0.0,-0.0125,0.28,0.04,26.8535,42.8848,-1.0,-1.0,-1.0,47.1285,-1.0,54.9129,23.5824,44.1455,64.7226,43.0484,-1.0,62.3949,19.0834,45.303000000000004,48.278999999999996,59.8369,3,3,3
99,99,MPP_DEU_LocationA-12_T1337F11405_T-1,3.2,21.6658,21.5445,21.2466,0.005,-0.25,-0.26,0.92,0.12,-1.0,23.8221,-1.0,-1.0,-1.0,8.8378,-1.0,25.9358,-1.0,-1.0,-1.0,16.3441,-1.0,22.6438,-1.0,25.068,19.8265,21.3728,2,2,2
100,100,MPP_DEU_LocationA-12_T1341F11105_T-1,3.2,33.1556,33.3701,33.834,0.005,0.25,0.0,0.0,0.0,65.4929,62.3383,-1.0,-1.0,44.8939,15.2981,46.023999999999994,21.1684,61.0939,62.6226,-1.0,25.3552,-1.0,27.4568,-1.0,62.2807,-1.0,41.5775,4,4,4
101,101,MPP_DEU_LocationA-12_T1356F11162_T-1,3.2,24.096999999999998,24.4528,24.6497,0.505,0.0,-0.0075,0.04,0.0,30.3246,55.0158,22.9304,59.5693,-1.0,-1.0,30.893,59.617,18.3819,38.3321,27.6276,56.919,38.7125,59.9042,32.0241,25.1156,25.3982,58.2494,4,4,4
102,102,MPP_DEU_LocationA-12_T1361F11336_T-1,3.2,21.7665,21.9819,21.4754,0.51,-0.25,-0.5175,1.48,0.04,-1.0,27.248,-1.0,15.0732,22.0007,16.5688,-1.0,19.1998,-1.0,17.7628,20.0757,19.7275,19.1183,23.141,-1.0,10.3723,-1.0,-1.0,4,4,4
103,103,MPP_DEU_LocationA-12_T136F882_T-1,3.2,30.2736,31.3079,31.7988,0.76,0.51,0.2325,0.0,0.0,31.3835,55.1358,31.1229,32.4651,71.6891,9.586,28.3217,56.6222,35.749,26.0914,62.5839,21.6302,37.5736,21.5927,-1.0,-1.0,22.8137,58.6445,6,6,6
104,104,MPP_DEU_LocationA-12_T1379F11416_T-1,3.2,25.8706,26.1703,25.94,0.2475,0.0,-0.2525,0.16,0.0,37.0564,39.221,11.3758,13.1472,-1.0,-1.0,33.2323,43.35,10.4214,13.2825,-1.0,-1.0,29.9711,47.1302,10.0662,12.9057,-1.0,-1.0,4,4,4
105,105,MPP_DEU_LocationA-12_T1392F11502_T-1,3.2,19.1639,19.8694,20.6406,0.28,0.4825,0.2425,0.0,0.0,23.1805,43.196000000000005,26.3835,14.8594,-1.0,25.8872,25.3238,17.1208,-1.0,-1.0,-1.0,21.1537,24.3678,19.0304,-1.0,-1.0,-1.0,18.5491,5,5,5
106,106,MPP_DEU_LocationA-12_T1411F11614_T-1,3.2,17.345,19.584,21.3947,1.5075,1.25,0.74,0.0,0.0,-1.0,23.2728,-1.0,-1.0,16.1045,20.328,-1.0,27.1384,-1.0,-1.0,20.0167,17.6991,21.3349,18.1435,-1.0,29.6939,7.8691,16.4328,3,3,3
107,107,MPP_DEU_LocationA-12_T1434F11778_T-1,3.2,21.995,22.5903,21.8701,0.995,-0.25,-0.5,1.76,0.16,29.8101,32.3722,-1.0,13.2453,23.2481,31.0662,-1.0,26.0222,-1.0,9.4139,18.3318,33.1101,23.1214,39.87,7.9422,42.0863,-1.0,14.6527,5,5,5
108,108,MPP_DEU_LocationA-12_T1484F12248_T-1,3.2,28.4951,29.0319,29.0241,0.255,0.25,-0.26,1.0,0.0,-1.0,-1.0,24.7094,50.9238,-1.0,-1.0,-1.0,-1.0,28.3915,49.9446,-1.0,-1.0,31.4492,49.9855,12.585999999999999,28.9612,-1.0,-1.0,2,2,2
109,109,MPP_DEU_LocationA-12_T1523F12661_T-1,3.2,34.6777,34.4769,34.3308,-0.245,-0.005,-0.26,1.88,0.72,-1.0,27.491,-1.0,-1.0,83.9786,67.8593,78.3342,72.4858,-1.0,20.5029,-1.0,17.7182,73.0902,76.7005,-1.0,10.9368,-1.0,20.3082,3,3,3
110,110,MPP_DEU_LocationA-12_T1560F13185_T-1,3.2,30.0353,30.6426,31.1602,0.4925,0.2475,0.2375,0.0,0.0,-1.0,47.1208,35.5109,34.703,30.0894,37.1926,-1.0,56.4002,36.184,33.9586,18.243,49.9252,-1.0,66.3005,35.9895,32.2749,6.5471,63.7219,5,5,5
111,111,MPP_DEU_LocationA-12_T1597F13480_T-1,3.2,24.0644,24.4741,24.7826,0.255,0.2575,-0.0075,0.04,0.0,-1.0,24.6127,17.227,53.2093,-1.0,68.4547,17.8025,54.8114,-1.0,-1.0,-1.0,21.5863,18.7683,56.3002,-1.0,-1.0,-1.0,19.0961,4,4,4
112,112,MPP_DEU_LocationA-12_T1672F14065_T-1,3.2,20.46,21.1303,20.5605,0.75,-0.25,-0.5,1.6,0.0,-1.0,22.0384,12.4247,-1.0,-1.0,-1.0,-1.0,19.6525,15.3116,-1.0,-1.0,-1.0,-1.0,17.7076,17.9337,-1.0,-1.0,-1.0,2,2,2
113,113,MPP_DEU_LocationA-12_T1707F14403_T-1,3.2,24.61,25.4224,25.6483,0.5,0.2575,0.0,0.0,0.0,40.2507,22.5537,28.2125,15.8888,-1.0,7.0591,-1.0,24.4089,-1.0,17.6899,-1.0,8.4244,-1.0,26.2112,-1.0,19.9334,-1.0,20.6408,5,5,5
114,114,MPP_DEU_LocationA-12_T1730F14612_T-1,3.2,28.4601,28.7303,28.5,0.2525,-0.0025,-0.2525,0.16,0.0,79.854,61.7416,45.1751,44.0553,-1.0,-1.0,74.2118,68.8602,40.694,47.7482,-1.0,-1.0,69.0104,75.77,35.8216,50.5578,-1.0,-1.0,4,4,4
115,115,MPP_DEU_LocationA-12_T1747F14751_T-1,3.2,19.0959,19.7724,20.4774,0.26,0.4875,0.24,0.0,0.0,-1.0,22.5159,10.1871,25.2505,-1.0,-1.0,11.7027,23.9723,39.5994,5.7872,-1.0,17.9676,12.6297,25.1847,4.4659,17.576,-1.0,11.7132,3,3,3
116,116,MPP_DEU_LocationA-12_T1759F14984_T-1,3.2,21.6501,23.0713,23.7286,1.015,0.4975,0.2375,0.0,0.0,-1.0,23.0904,26.9653,27.1119,-1.0,11.1614,29.7088,26.4097,-1.0,-1.0,-1.0,20.1973,31.9779,27.5422,-1.0,-1.0,-1.0,17.0206,4,4,4
117,117,MPP_DEU_LocationA-12_T1783F15063_T-1,3.2,23.1821,23.2531,22.8041,0.25,-0.2575,-0.5075,1.64,0.04,69.03,-1.0,32.3586,36.3698,-1.0,17.0858,28.1163,37.0518,-1.0,-1.0,-1.0,15.4599,24.839000000000002,37.1897,-1.0,-1.0,-1.0,12.3923,4,4,4
118,118,MPP_DEU_LocationA-12_T1789F15072_T-1,3.2,37.6564,38.1502,38.7404,0.2275,0.2475,0.2275,0.0,0.0,108.7011,31.618000000000002,97.4597,-1.0,40.9232,15.925999999999998,-1.0,54.5565,-1.0,-1.0,20.3669,39.698,-1.0,94.4518,-1.0,-1.0,-1.0,4.2679,5,5,5
119,119,MPP_DEU_LocationA-12_T1815F15288_T-1,3.2,23.7234,23.819000000000003,24.5084,-0.2425,0.5075,-0.245,0.12,0.0,-1.0,18.5967,-1.0,-1.0,51.3986,-1.0,-1.0,14.3026,-1.0,-1.0,51.5821,-1.0,49.9802,-1.0,-1.0,9.6458,58.2068,29.5417,2,2,2
120,120,MPP_DEU_LocationA-12_T1816F15269_T-1,3.2,29.5804,29.8314,30.1464,0.25,0.2525,0.0,0.0,0.0,46.4412,-1.0,68.6398,-1.0,-1.0,-1.0,42.3348,-1.0,66.2304,-1.0,-1.0,-1.0,38.7328,-1.0,63.8534,-1.0,-1.0,-1.0,2,2,2
121,121,MPP_DEU_LocationA-12_T1823F15323_T-1,3.2,34.7404,34.1051,33.62,-0.25,-0.5075,-0.5075,3.08,1.6,-1.0,25.9636,-1.0,58.3362,-1.0,-1.0,-1.0,30.1729,-1.0,54.0224,-1.0,-1.0,98.3307,32.7538,-1.0,47.4852,-1.0,-1.0,2,2,2
122,122,MPP_DEU_LocationA-12_T1841F15559_T-1,3.2,37.3444,37.9751,38.7115,0.2525,0.5,0.245,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.9047,-1.0,97.6452,-1.0,-1.0,76.5437,10.2418,-1.0,110.0607,-1.0,-1.0,76.8354,18.1527,1,1,1
123,123,MPP_DEU_LocationA-12_T1846F15658_T-1,3.2,31.4971,31.5094,31.5646,0.005,0.25,-0.245,0.24,0.0,-1.0,63.3779,-1.0,-1.0,33.1144,43.5198,32.4446,50.5803,-1.0,63.0602,-1.0,14.2918,32.3522,56.6921,-1.0,61.2201,-1.0,24.9306,3,3,3
124,124,MPP_DEU_LocationA-12_T1857F15775_T-1,3.2,25.4473,24.8132,24.1046,-0.2425,-0.25,-0.5125,3.2,1.6,-1.0,35.2145,-1.0,-1.0,36.3602,28.1132,-1.0,36.4545,-1.0,-1.0,31.8123,32.3241,28.4333,35.8234,-1.0,38.8727,72.1077,26.209,3,3,3
125,125,MPP_DEU_LocationA-12_T1920F16243_T-1,3.2,28.2313,28.2339,27.3577,0.5025,-0.495,-0.75,2.2,0.6,-1.0,30.114,-1.0,25.4852,59.7129,31.6499,-1.0,32.1212,-1.0,30.8723,53.9446,37.6772,49.3118,42.7568,-1.0,26.8359,-1.0,-1.0,4,4,4
126,126,MPP_DEU_LocationA-12_T1922F16313_T-1,3.2,28.3805,28.7935,28.0329,0.5,-0.235,-0.765,1.72,0.12,32.7741,35.4802,-1.0,3.9157,83.0963,9.6814,-1.0,39.311,-1.0,6.8167,30.034000000000002,16.1582,27.6381,22.5031,-1.0,41.4839,-1.0,-1.0,5,5,5
127,127,MPP_DEU_LocationA-12_T1926F16359_T-1,3.2,33.4402,33.27,32.9,0.25,-0.25,-0.2525,0.6,0.04,77.31,41.092,5.7774,-1.0,73.0979,-1.0,65.8703,46.5803,8.3201,-1.0,64.3432,-1.0,-1.0,51.22,11.9649,-1.0,-1.0,-1.0,4,4,4
128,128,MPP_DEU_LocationA-12_T2018F17202_T-1,3.2,23.8597,24.6173,24.9635,0.5075,0.495,-0.005,0.04,0.0,-1.0,27.0247,16.8242,55.0454,-1.0,-1.0,19.485,54.1988,23.7894,11.0363,-1.0,23.9961,21.3079,53.4856,28.5628,7.0067,-1.0,20.9883,3,3,3
129,129,MPP_DEU_LocationA-12_T204F1506_T-1,3.2,24.879,25.8098,26.7253,0.5075,0.5,0.4925,0.0,0.0,25.4529,-1.0,19.5226,-1.0,-1.0,-1.0,21.2672,75.3622,30.5137,-1.0,-1.0,-1.0,-1.0,76.64,-1.0,-1.0,16.2993,70.315,2,2,2
130,130,MPP_DEU_LocationA-12_T2107F17759_T-1,3.2,24.8859,25.5504,25.4627,0.51,0.24,-0.505,1.04,0.0,-1.0,26.3564,13.257,60.8426,-1.0,-1.0,13.9155,60.398,32.7017,9.8665,-1.0,23.3526,13.2612,60.693000000000005,34.400999999999996,5.3776,-1.0,19.6309,3,3,3
131,131,MPP_DEU_LocationA-12_T2108F17692_T-1,3.2,23.7944,24.4676,25.0495,0.5,0.2575,0.25,0.0,0.0,41.6937,-1.0,64.5661,-1.0,-1.0,-1.0,71.9187,30.3059,23.6394,49.6688,39.9301,-1.0,-1.0,30.7375,30.1595,42.7968,37.2651,-1.0,2,2,2
132,132,MPP_DEU_LocationA-12_T2137F18047_T-1,3.2,24.1703,24.6203,24.6707,0.25,0.0,0.0,0.0,0.0,-1.0,23.3872,14.912,56.0184,-1.0,8.2405,-1.0,23.1606,20.1546,52.2559,-1.0,5.188,-1.0,23.0004,26.3998,48.7664,-1.0,5.0212,4,4,4
133,133,MPP_DEU_LocationA-12_T2164F18365_T-1,3.2,24.801,25.0912,25.2414,0.0075,0.25,-0.0125,0.16,0.0,-1.0,33.2132,28.8956,-1.0,-1.0,-1.0,30.6706,-1.0,4.8142,69.4236,-1.0,28.6946,31.3482,-1.0,5.004,64.9842,-1.0,23.5496,2,2,2
134,134,MPP_DEU_LocationA-12_T2176F18406_T-1,3.2,28.3302,28.0726,27.45,-0.2575,-0.255,-0.505,2.96,1.36,40.1332,19.2825,-1.0,34.5865,82.3258,44.1255,-1.0,22.5714,-1.0,34.2589,75.6691,50.457,-1.0,25.4603,-1.0,34.0546,68.7238,56.6159,5,5,5
135,135,MPP_DEU_LocationA-12_T2181F18442_T-1,3.2,33.8976,33.8053,33.4418,0.0,0.0,-0.505,0.92,0.04,63.1619,29.3837,-1.0,-1.0,85.6753,40.793,81.2156,55.6717,61.0553,29.3804,-1.0,46.592,77.0101,70.0625,58.4113,27.7695,-1.0,63.2658,4,4,4
136,136,MPP_DEU_LocationA-12_T2261F19075_T-1,3.2,37.8648,37.1457,36.6236,-0.2425,-0.5,-0.7425,3.2,1.6,-1.0,55.8222,-1.0,-1.0,106.3029,14.3039,-1.0,21.0103,-1.0,56.9141,-1.0,47.5996,-1.0,26.71,-1.0,54.472,-1.0,65.5549,3,3,3
137,137,MPP_DEU_LocationA-12_T2325F19639_T-1,3.2,30.0562,30.3322,30.6939,0.005,0.0,-0.005,0.04,0.0,-1.0,46.8322,5.9493,30.4159,-1.0,28.4848,-1.0,39.001999999999995,-1.0,46.1764,-1.0,-1.0,-1.0,49.9942,-1.0,45.805,-1.0,-1.0,4,4,4
138,138,MPP_DEU_LocationA-12_T2342F19774_T-1,3.2,30.3025,30.0215,29.12,-0.0075,-0.255,-0.7525,3.2,1.6,36.6471,29.443,-1.0,32.4567,14.9932,21.6742,64.3757,32.7275,-1.0,33.3592,5.5569,30.3796,30.1027,36.1119,35.6321,52.878,-1.0,6.4034,5,5,5
139,139,MPP_DEU_LocationA-12_T2345F19683_T-1,3.2,30.0535,30.7271,31.3945,0.255,0.245,0.245,0.0,0.0,62.0857,-1.0,15.5166,-1.0,27.6453,-1.0,61.9576,70.0039,19.1833,-1.0,17.9342,-1.0,21.9905,-1.0,-1.0,-1.0,61.0442,71.5659,3,3,3
140,140,MPP_DEU_LocationA-12_T2347F19811_T-1,3.2,25.9158,26.0823,26.1878,0.255,0.0,-0.0075,0.04,0.0,-1.0,26.188000000000002,30.0601,44.996,-1.0,-1.0,32.4709,45.8652,16.3346,11.3686,-1.0,26.7586,34.3877,46.8015,23.5479,4.2823,-1.0,26.5107,3,3,3
141,141,MPP_DEU_LocationA-12_T2367F20106_T-1,3.2,32.6202,33.0001,33.2,0.5,0.25,0.0,0.0,0.0,37.84,-1.0,49.2631,26.4552,70.8336,63.4472,36.1802,-1.0,52.6319,26.5746,58.9575,76.3226,-1.0,-1.0,-1.0,25.4475,-1.0,89.2385,5,5,5
142,142,MPP_DEU_LocationA-12_T2373F20195_T-1,3.2,24.241,25.2531,26.1896,0.515,0.5,0.4825,0.0,0.0,14.25,-1.0,21.9489,64.0358,-1.0,-1.0,11.1659,-1.0,30.2786,58.353,-1.0,-1.0,37.9629,54.2249,8.1803,32.1891,7.1903,-1.0,3,3,3
143,143,MPP_DEU_LocationA-12_T2374F20133_T-1,3.2,32.25,31.1802,29.91,-0.5,-0.75,-1.0,3.2,1.6,60.3222,86.48,-1.0,82.5332,-1.0,28.495,51.1513,-1.0,-1.0,84.4635,-1.0,43.1216,-1.0,85.0086,-1.0,-1.0,-1.0,56.2055,4,4,4
144,144,MPP_DEU_LocationA-12_T2379F20202_T-1,3.2,30.0775,29.5033,29.1603,-0.5,-0.255,-0.505,2.68,1.6,84.9131,13.9597,-1.0,41.9332,32.7041,12.6508,-1.0,18.5973,-1.0,39.4801,20.9224,24.0504,-1.0,22.99,-1.0,36.0247,10.2231,35.3779,5,5,5
145,145,MPP_DEU_LocationA-12_T238F1878_T-1,3.2,23.5329,24.2513,24.235,0.5075,0.25,-0.505,0.88,0.0,-1.0,41.7297,-1.0,53.3467,-1.0,-1.0,-1.0,54.3657,9.482999999999999,51.1869,-1.0,36.4021,-1.0,55.4383,5.223,56.1868,-1.0,30.3729,2,2,2
146,146,MPP_DEU_LocationA-12_T2406F20360_T-1,3.2,28.8862,29.9364,30.6157,0.76,0.5,0.2425,0.0,0.0,37.9303,-1.0,41.0685,13.9593,-1.0,-1.0,31.5758,-1.0,42.2008,15.1695,-1.0,-1.0,42.4724,17.9708,4.93,33.5766,24.4964,-1.0,3,3,3
147,147,MPP_DEU_LocationA-12_T241F1835_T-1,3.2,33.13,33.2107,32.191,0.25,-0.25,-1.0025,1.68,0.08,97.2759,54.8935,-1.0,-1.0,-1.0,74.8286,78.7417,14.3684,-1.0,-1.0,-1.0,57.8685,-1.0,36.7945,-1.0,-1.0,-1.0,-1.0,3,3,3
148,148,MPP_DEU_LocationA-12_T2435F20471_T-1,3.2,30.67,30.47,30.3901,-0.25,0.0,-0.25,0.08,0.0,27.9701,44.9547,-1.0,-1.0,-1.0,8.9647,27.5,44.0344,-1.0,-1.0,4.3966,26.8463,26.9901,43.0536,-1.0,-1.0,-1.0,6.0831,3,3,3
149,149,MPP_DEU_LocationA-12_T2584F21692_T-1,3.2,24.3144,24.8066,25.2169,0.2525,0.2475,0.245,0.0,0.0,20.0056,-1.0,68.3004,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.6867,18.3289,-1.0,-1.0,-1.0,-1.0,45.1399,16.2366,-1.0,2,2,2
150,150,MPP_DEU_LocationA-12_T2595F21758_T-1,3.2,31.4022,31.415,31.6863,0.0025,0.0,-0.25,0.04,0.0,21.6611,-1.0,11.325999999999999,-1.0,-1.0,-1.0,16.5273,47.4661,14.9946,-1.0,-1.0,55.0741,18.1029,-1.0,-1.0,-1.0,11.8557,45.7376,2,2,2
151,151,MPP_DEU_LocationA-12_T2597F21894_T-1,3.2,33.5147,34.4695,34.926,0.7525,0.505,-0.005,0.04,0.0,47.3519,-1.0,43.3767,89.3096,-1.0,42.4632,39.2079,-1.0,39.7362,90.3392,103.0134,58.5331,35.4173,92.65,-1.0,-1.0,30.164,-1.0,4,4,4
152,152,MPP_DEU_LocationA-12_T2613F22066_T-1,3.2,33.0267,32.9136,32.9105,-0.25,-0.005,-0.265,2.04,1.32,-1.0,17.74,-1.0,-1.0,-1.0,27.8998,-1.0,37.3313,-1.0,14.7171,32.4501,62.4076,-1.0,46.0613,-1.0,10.8836,18.8451,75.9092,2,2,2
153,153,MPP_DEU_LocationA-12_T2626F22261_T-1,3.2,32.2976,33.306,33.8138,0.75,0.5,-0.005,0.04,0.0,27.5503,-1.0,39.8841,-1.0,14.690999999999999,-1.0,20.6239,-1.0,47.1381,-1.0,5.3126,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,3,3
154,154,MPP_DEU_LocationA-12_T2649F22430_T-1,3.2,29.4949,29.8362,30.2174,0.26,0.25,0.0,0.0,0.0,-1.0,17.8252,7.5541,-1.0,-1.0,35.9939,10.7593,-1.0,-1.0,-1.0,-1.0,14.5916,64.3338,14.1517,-1.0,-1.0,-1.0,11.0554,3,3,3
155,155,MPP_DEU_LocationA-12_T2653F22512_T-1,3.2,29.3696,29.6908,30.0542,0.255,0.25,-0.005,0.04,0.0,-1.0,46.0652,35.9256,58.5004,-1.0,37.9886,37.255,59.1444,-1.0,-1.0,-1.0,42.1029,38.523,59.236999999999995,-1.0,-1.0,-1.0,37.2268,4,4,4
156,156,MPP_DEU_LocationA-12_T265F2292_T-1,3.2,19.8958,21.5184,23.0552,1.0125,1.0,0.74,0.0,0.0,-1.0,9.0889,24.5879,45.4706,-1.0,-1.0,26.1992,43.3034,61.4934,15.5192,-1.0,6.9759,25.6787,43.3658,-1.0,10.925999999999998,-1.0,3.9637,3,3,3
157,157,MPP_DEU_LocationA-12_T2691F22810_T-1,3.2,33.9401,34.4401,34.2002,0.5025,0.0,-0.25,0.48,0.0,95.5802,41.7797,73.5889,68.55,-1.0,68.9634,92.6803,44.38,75.2008,69.1881,92.3342,84.62200000000001,-1.0,46.36,-1.0,67.7566,-1.0,100.0734,5,5,5
158,158,MPP_DEU_LocationA-12_T303F2402_T-1,3.2,21.4366,22.1226,22.6953,0.505,0.25,0.2325,0.0,0.0,-1.0,12.8781,35.2388,38.2294,-1.0,-1.0,37.6022,43.2514,-1.0,5.297000000000001,-1.0,9.6265,38.245,48.66,3.8047,32.1239,-1.0,6.9362,3,3,3
159,159,MPP_DEU_LocationA-12_T313F2422_T-1,3.2,19.7742,20.5184,21.3236,0.27,0.7375,0.03,0.0,0.0,-1.0,-1.0,16.6772,52.2281,-1.0,8.3291,22.258000000000003,46.5825,-1.0,-1.0,-1.0,9.2269,26.9142,42.9633,-1.0,-1.0,-1.0,7.6071,3,3,3
160,160,MPP_DEU_LocationA-12_T315F2403_T-1,3.2,24.5073,25.5895,26.6514,0.7625,0.5,0.49,0.0,0.0,42.1386,31.7548,13.2124,-1.0,-1.0,-1.0,49.1735,-1.0,22.8975,45.202,40.062,34.5122,54.9201,-1.0,32.8239,38.8726,36.8538,36.9329,3,3,3
161,161,MPP_DEU_LocationA-12_T316F2399_T-1,3.2,30.7539,31.8266,32.6977,0.5,0.75,0.25,0.0,0.0,29.8366,-1.0,36.6327,63.5717,31.2491,12.2086,27.038,-1.0,35.5412,67.0358,19.6382,21.9127,32.8228,70.9234,-1.0,-1.0,-1.0,31.8319,5,5,5
